store_ID,day_of_week,nb_customers_on_day,open,promotion,school_holiday,year,month,day,week,is_weekend,holiday_a,holiday_b,holiday_c,sales
95,2,1099,1,1,0,2013,9,24,39,0,0,0,0,9963.512785546656
208,1,323,1,0,0,2013,10,28,44,0,0,0,0,4014.078394706594
249,2,449,1,0,0,2014,7,8,28,0,0,0,0,4632.585081224679
887,3,614,1,1,0,2013,3,20,12,0,0,0,0,6514.0911231820355
73,1,601,1,1,1,2014,4,28,18,0,0,0,0,7207.9277012076345
13,4,501,1,1,1,2015,4,2,14,0,0,0,0,6277.05434175313
1049,2,580,1,0,1,2013,9,3,36,0,0,0,0,5283.627718740783
144,4,769,1,1,0,2015,2,5,6,0,0,0,0,7698.1747494842275
847,3,1018,1,1,1,2013,8,14,33,0,0,0,0,9238.642093541275
796,3,717,1,0,0,2013,5,8,19,0,0,0,0,5752.155052695249
396,4,1139,1,0,0,2015,6,11,24,0,0,0,0,8599.477111370594
1080,7,0,0,0,0,2013,9,15,37,1,0,0,0,1576.243077395542
675,5,338,1,0,0,2014,9,26,39,0,0,0,0,3540.520029380161
1099,1,1236,1,1,0,2014,12,1,49,0,0,0,0,11020.952445322357
791,1,858,1,0,0,2015,5,11,20,0,0,0,0,7263.160153302306
1014,2,1476,1,0,0,2015,3,24,13,0,0,0,0,10744.52981851704
487,2,737,1,1,0,2014,11,4,45,0,0,0,0,7928.224682443717
427,3,701,1,0,1,2013,2,13,7,0,0,0,0,5711.88086256315
254,5,282,1,1,0,2014,11,14,46,0,0,0,0,4780.748026515939
43,5,710,1,0,0,2014,1,31,5,0,0,0,0,5589.797859251266
1074,2,421,1,0,0,2015,6,9,24,0,0,0,0,4461.951824103307
549,6,380,1,0,0,2013,6,29,26,1,0,0,0,4020.8080170136527
1095,2,720,1,1,0,2013,1,8,2,0,0,0,0,7172.520894964284
295,1,612,1,0,1,2013,10,28,44,0,0,0,0,5842.585591219133
319,1,863,1,0,1,2013,10,14,42,0,0,0,0,7325.395770682197
1002,4,642,1,0,0,2014,4,10,15,0,0,0,0,5249.664621049713
448,6,544,1,0,0,2014,12,6,49,1,0,0,0,5387.694798519893
527,2,1046,1,0,1,2013,9,3,36,0,0,0,0,8180.343023757101
255,5,652,1,1,0,2013,4,12,15,0,0,0,0,6564.3109966440825
581,5,651,1,1,0,2014,7,4,27,0,0,0,0,6777.4956364845275
185,6,550,1,0,0,2013,1,5,1,1,0,0,0,4868.595053454628
244,6,538,1,0,0,2014,11,22,47,1,0,0,0,5377.159122113138
1082,6,877,1,0,0,2013,1,5,1,1,0,0,0,6689.579611782334
216,5,837,1,1,0,2015,3,20,12,0,0,0,0,8008.89075038064
350,4,508,1,1,0,2015,3,5,10,0,0,0,0,6129.0304177853395
748,1,822,1,1,0,2014,3,31,14,0,0,0,0,8293.347693238582
718,1,962,1,0,0,2014,12,8,50,0,0,0,0,7993.466996980715
739,5,789,1,1,0,2014,2,21,8,0,0,0,0,7421.83723091695
614,7,0,0,0,0,2014,12,21,51,1,0,0,0,1954.4725943344529
673,2,615,1,1,0,2014,2,18,8,0,0,0,0,6840.690873684245
83,1,367,1,0,0,2013,6,10,24,0,0,0,0,4112.2083368616295
976,3,598,1,0,0,2013,9,18,38,0,0,0,0,5177.555396896438
637,6,518,1,0,0,2013,4,6,14,1,0,0,0,4717.648820612696
122,2,714,1,1,0,2014,1,7,2,0,0,0,0,7470.652798000607
898,1,1013,1,1,0,2014,11,24,48,0,0,0,0,9714.89758806635
1080,4,710,1,0,0,2014,6,26,26,0,0,0,0,5753.711230387329
291,1,1290,1,1,0,2015,3,30,14,0,0,0,0,11362.485825916985
24,4,711,1,0,1,2013,1,3,1,0,0,0,0,5628.266619891976
1096,7,0,0,0,0,2013,8,18,33,1,0,0,0,1540.6816968197236
637,5,860,1,0,0,2014,5,30,22,0,0,0,0,6547.080679309147
1002,2,850,1,1,0,2015,6,2,23,0,0,0,0,8499.75127084268
666,1,497,1,0,0,2014,3,10,11,0,0,0,0,4855.705789694446
1089,7,0,0,0,0,2013,11,24,47,1,0,0,0,1668.768309711595
334,6,515,1,0,0,2013,8,31,35,1,0,0,0,4951.554586544633
300,6,951,1,0,1,2014,8,30,35,1,0,0,0,7857.773517168127
207,1,1166,1,0,0,2014,9,22,39,0,0,0,0,9219.46106592915
683,3,854,1,0,0,2015,5,27,22,0,0,0,0,6978.952893224952
1094,2,394,1,1,0,2013,5,14,20,0,0,0,0,5373.12955097371
700,4,576,1,0,0,2015,7,9,28,0,0,0,0,5189.3860661460785
959,2,744,1,0,0,2014,8,26,35,0,0,0,0,6364.328717503115
766,7,0,0,0,0,2014,6,22,25,1,0,0,0,1699.5059596427018
1011,6,977,1,0,0,2013,6,8,23,1,0,0,0,7502.905884214502
570,5,676,1,0,0,2013,12,13,50,0,0,0,0,5513.894803556963
685,2,689,1,1,0,2013,9,10,37,0,0,0,0,7366.692457250843
158,3,681,1,1,1,2014,4,16,16,0,0,0,0,7345.163171832974
66,5,522,1,0,1,2015,5,29,22,0,0,0,0,4877.285903932236
76,2,1080,1,1,0,2013,7,30,31,0,0,0,0,9786.396028063493
572,3,458,1,0,0,2013,10,16,42,0,0,0,0,4436.125338802754
184,6,510,1,0,0,2014,10,11,41,1,0,0,0,5159.235231821134
1034,5,775,1,1,0,2013,12,6,49,0,0,0,0,7472.4982928660465
559,7,0,0,0,0,2013,8,11,32,1,0,0,0,1617.5151883364888
862,2,1561,1,0,1,2014,12,23,52,0,0,0,0,11555.288872644713
171,2,962,1,1,0,2014,11,11,46,0,0,0,0,9350.7222201642
33,7,0,0,0,0,2014,12,7,49,1,0,0,0,2025.5281436639489
936,4,963,1,1,0,2014,11,27,48,0,0,0,0,8950.369477616565
948,2,1682,1,1,0,2014,2,18,8,0,0,0,0,13226.935085385921
371,6,551,1,0,0,2013,5,4,18,1,0,0,0,4996.011167078977
242,1,378,1,1,0,2014,5,5,19,0,0,0,0,5729.79691549635
133,5,622,1,0,0,2014,1,17,3,0,0,0,0,5017.913639219885
1031,1,681,1,1,0,2014,12,15,51,0,0,0,0,7712.875186990772
850,4,710,1,1,0,2013,2,7,6,0,0,0,0,6881.678374076437
860,5,833,1,1,0,2015,6,5,23,0,0,0,0,7964.32345637976
836,6,301,1,0,0,2013,7,6,27,1,0,0,0,3491.868690177682
965,6,908,1,0,0,2013,11,30,48,1,0,0,0,7328.750927049317
1096,1,763,1,1,0,2015,1,26,5,0,0,0,0,7965.790751444059
504,3,836,1,1,1,2014,9,3,36,0,0,0,0,8389.932774084446
230,1,1327,1,0,1,2013,12,30,1,0,0,0,0,10278.220802354452
826,1,1170,1,1,0,2013,12,2,49,0,0,0,0,10497.564964531106
975,2,767,1,1,1,2013,7,30,31,0,0,0,0,7849.7276473366655
602,2,547,1,0,1,2014,10,28,44,0,0,0,0,5418.306052708358
953,5,553,1,1,0,2014,9,19,38,0,0,0,0,6229.588204363245
187,6,491,1,0,0,2013,11,2,44,1,0,0,0,4892.663868271513
792,5,599,1,0,0,2013,10,18,42,0,0,0,0,4944.774664511904
1035,4,744,1,1,0,2014,11,27,48,0,0,0,0,7613.555875421851
523,3,1515,1,1,1,2015,7,29,31,0,0,0,0,12624.997413560923
723,4,461,1,0,1,2013,4,4,14,0,0,0,0,4121.735019266955
1025,7,0,0,0,0,2013,5,26,21,1,0,0,0,1451.9673942556255
18,7,0,0,0,0,2015,1,4,1,1,0,0,0,1771.2167177993688
997,3,378,1,1,1,2014,9,3,36,0,0,0,0,5546.3043364166515
400,6,805,1,0,0,2013,10,5,40,1,0,0,0,6717.015749474929
1047,2,491,1,0,0,2013,7,9,28,0,0,0,0,4580.800894238113
819,1,472,1,0,0,2013,9,2,36,0,0,0,0,4722.473614415736
668,1,1562,1,1,0,2014,6,2,23,0,0,0,0,12828.943817495776
585,4,666,1,0,0,2015,1,22,4,0,0,0,0,5544.07847393112
99,1,404,1,0,0,2014,3,10,11,0,0,0,0,4390.074126134627
965,6,847,1,0,0,2014,11,22,47,1,0,0,0,7119.124209395726
590,4,376,1,1,0,2013,2,21,8,0,0,0,0,4938.05546203861
709,2,1682,1,1,0,2015,6,2,23,0,0,0,0,13564.49554815871
58,7,0,0,0,0,2013,10,20,42,1,0,0,0,1795.500524484436
409,7,0,0,0,0,2014,2,9,6,1,0,0,0,1580.47059602628
850,6,826,1,0,0,2015,4,4,14,1,0,0,0,6881.226370394521
1058,3,737,1,1,0,2013,3,6,10,0,0,0,0,7200.630744509457
1067,7,0,0,0,0,2014,4,13,15,1,0,0,0,1555.03438970336
777,1,0,0,0,1,2014,4,21,17,0,0,1,0,-632.3111928692088
155,3,632,1,1,0,2014,5,21,21,0,0,0,0,6997.40343272395
598,1,871,1,1,0,2015,6,29,27,0,0,0,0,8898.896285979834
493,2,902,1,1,0,2014,7,1,27,0,0,0,0,8762.114891099336
628,7,0,0,0,1,2014,8,3,31,1,0,0,0,1864.9318255785038
524,1,1193,1,0,1,2013,12,30,1,0,0,0,0,9421.14709761925
966,4,585,1,0,1,2013,4,4,14,0,0,0,0,4828.540047671762
1022,5,791,1,0,1,2013,12,27,52,0,0,0,0,6258.595993595372
380,3,1720,1,1,0,2014,3,5,10,0,0,0,0,13411.438612955855
132,3,579,1,1,0,2015,1,14,3,0,0,0,0,6687.3026746403775
400,5,999,1,0,0,2015,6,26,26,0,0,0,0,7628.88330585201
988,4,790,1,1,0,2013,8,29,35,0,0,0,0,7613.718375969329
906,2,1476,1,1,0,2013,3,19,12,0,0,0,0,11859.653042249847
1028,2,689,1,1,0,2013,11,5,45,0,0,0,0,7376.947758492082
1100,6,484,1,0,0,2013,3,23,12,1,0,0,0,4428.519786261953
759,1,607,1,0,0,2013,1,14,3,0,0,0,0,5260.317170453374
223,1,716,1,0,0,2014,10,27,44,0,0,0,0,6551.992433680105
936,7,0,0,0,0,2015,3,15,11,1,0,0,0,1715.3635861585499
780,6,341,1,0,0,2015,7,11,28,1,0,0,0,4098.056289446133
259,5,2677,1,1,0,2014,11,28,48,0,0,0,0,19244.281391319004
131,6,582,1,0,0,2013,11,9,45,1,0,0,0,5463.785041512281
251,3,2241,1,1,0,2015,1,28,5,0,0,0,0,16712.900302081543
1079,6,517,1,0,0,2015,1,17,3,1,0,0,0,4888.668471345096
1003,3,1029,1,1,0,2014,3,5,10,0,0,0,0,9141.404039646499
980,4,450,1,0,0,2013,9,5,36,0,0,0,0,4106.1303371166
654,2,766,1,1,0,2015,1,27,5,0,0,0,0,7905.694964126975
966,4,517,1,0,1,2013,7,25,30,0,0,0,0,4573.793816373043
1020,1,929,1,0,0,2014,9,22,39,0,0,0,0,7654.49173306115
969,3,610,1,1,0,2014,3,19,12,0,0,0,0,6647.494752280123
1038,2,490,1,0,1,2015,4,7,15,0,0,0,0,4903.934896464401
516,3,453,1,0,1,2014,7,9,28,0,0,0,0,4560.58331257361
733,1,3171,1,0,0,2013,1,14,3,0,0,0,0,20721.54644513206
595,6,1881,1,0,0,2014,5,31,22,1,0,0,0,13200.138060831465
260,3,962,1,1,1,2014,7,16,29,0,0,0,0,9137.791078214126
768,6,1251,1,0,0,2013,2,2,5,1,0,0,0,9029.706109865801
940,1,627,1,0,0,2013,1,14,3,0,0,0,0,5350.555640155275
364,4,563,1,0,0,2013,6,27,26,0,0,0,0,4816.2546078593
506,3,763,1,0,1,2015,7,22,30,0,0,0,0,6628.629537128843
671,3,507,1,1,1,2013,5,29,22,0,0,0,0,6100.150150506466
300,6,862,1,0,0,2015,1,24,4,1,0,0,0,7112.160946562537
84,2,1563,1,1,0,2014,6,17,25,0,0,0,0,12806.887902881193
219,4,455,1,1,0,2015,5,7,19,0,0,0,0,5912.357981174311
934,5,764,1,1,0,2013,3,22,12,0,0,0,0,7105.985649315873
125,3,1906,1,1,1,2015,4,1,14,0,0,0,0,14880.4651830105
176,3,757,1,1,0,2013,12,4,49,0,0,0,0,7812.253714304592
223,2,675,1,0,0,2013,11,26,48,0,0,0,0,6014.203001588001
326,1,429,1,1,0,2014,7,14,29,0,0,0,0,6117.203977191937
339,2,745,1,1,0,2013,8,27,35,0,0,0,0,7755.684533756925
872,3,659,1,0,1,2015,4,8,15,0,0,0,0,5798.308065181191
579,7,0,0,0,0,2014,11,23,47,1,0,0,0,1925.486372411251
974,5,1599,1,0,0,2014,2,28,9,0,0,0,0,10825.938186793821
979,7,0,0,0,0,2015,4,12,15,1,0,0,0,1741.0384057028568
880,3,806,1,1,0,2014,6,4,23,0,0,0,0,7931.439692640561
910,7,0,0,0,0,2013,3,31,13,1,0,0,0,1403.50639953668
1084,6,614,1,0,0,2015,7,4,27,1,0,0,0,5679.723437903216
92,5,453,1,0,0,2015,6,12,24,0,0,0,0,4362.674476612068
14,6,402,1,0,0,2015,6,20,25,1,0,0,0,4572.447559536609
587,1,960,1,0,1,2013,12,30,1,0,0,0,0,8005.968073657597
230,4,856,1,1,0,2013,10,24,43,0,0,0,0,8206.342772987031
689,6,589,1,0,0,2014,3,15,11,1,0,0,0,5288.481811568665
599,1,1096,1,1,0,2013,5,13,20,0,0,0,0,9840.274424232077
596,7,0,0,0,0,2013,12,22,51,1,0,0,0,1786.2308744254988
576,1,749,1,0,0,2013,3,11,11,0,0,0,0,6218.691219941189
141,4,493,1,0,0,2014,6,26,26,0,0,0,0,4602.890917627257
751,1,0,0,0,1,2014,4,21,17,0,0,1,0,-627.9544032620615
877,5,925,1,0,0,2013,3,1,9,0,0,0,0,6593.967328328232
375,2,948,1,1,0,2013,4,23,17,0,0,0,0,8811.656839179981
230,1,988,1,0,0,2014,12,8,50,0,0,0,0,8231.979543086549
545,3,1087,1,1,0,2014,1,22,4,0,0,0,0,9522.427833570517
1022,1,1093,1,1,0,2013,3,4,10,0,0,0,0,9657.274192687415
597,3,756,1,1,1,2014,8,20,34,0,0,0,0,7885.496822541987
559,7,0,0,0,0,2014,6,8,23,1,0,0,0,1707.8907661621342
1024,6,825,1,0,0,2015,7,18,29,1,0,0,0,6988.0764259454445
36,2,1205,1,1,0,2015,3,17,12,0,0,0,0,10714.25164195738
702,2,351,1,1,1,2013,5,28,22,0,0,0,0,5306.768252258946
623,7,0,0,0,0,2013,2,10,6,1,0,0,0,1373.3529073153622
105,4,483,1,0,0,2013,10,17,42,0,0,0,0,4512.844043194549
902,2,648,1,1,0,2013,11,19,47,0,0,0,0,7177.198095062573
11,6,786,1,0,0,2015,4,11,15,1,0,0,0,6793.8307341514155
1039,5,629,1,0,0,2013,6,28,26,0,0,0,0,4948.774984847463
102,1,1174,1,1,0,2015,2,16,8,0,0,0,0,10629.764675906743
543,5,175,1,0,1,2013,10,18,42,0,0,0,0,2531.320525752497
827,4,1910,1,0,1,2014,1,2,1,0,0,0,0,12893.0440732672
110,3,647,1,1,0,2014,10,8,41,0,0,0,0,7263.713451068499
945,1,698,1,1,1,2015,1,5,2,0,0,0,0,7660.665239749069
582,3,749,1,0,0,2014,3,12,11,0,0,0,0,6084.450816110359
554,4,428,1,0,0,2014,1,16,3,0,0,0,0,3930.0998834363418
486,2,384,1,0,1,2014,7,8,28,0,0,0,0,4301.895775344688
637,6,520,1,0,0,2014,2,15,7,1,0,0,0,4842.441479295667
806,5,578,1,0,0,2014,1,31,5,0,0,0,0,4666.191215568979
887,6,462,1,0,0,2014,6,21,25,1,0,0,0,4616.607295530441
374,6,668,1,0,0,2015,4,4,14,1,0,0,0,6008.498551817553
1025,5,804,1,0,1,2013,1,4,1,0,0,0,0,5868.926935923053
638,2,431,1,0,1,2013,8,6,32,0,0,0,0,4421.383439521189
123,6,490,1,0,0,2015,5,9,19,1,0,0,0,5025.501419898239
905,4,1108,1,1,0,2015,2,19,8,0,0,0,0,9640.591667212604
536,5,989,1,0,1,2013,4,5,14,0,0,0,0,7183.830418201862
763,7,0,0,0,0,2015,2,1,5,1,0,0,0,1679.258217951632
191,6,694,1,0,0,2013,8,10,32,1,0,0,0,6015.151448804187
957,4,948,1,1,0,2014,2,20,8,0,0,0,0,8496.072704165184
268,4,618,1,1,0,2015,6,4,23,0,0,0,0,6919.660076915985
654,6,266,1,0,0,2013,9,7,36,1,0,0,0,3390.2829975278582
612,6,388,1,0,0,2013,9,7,36,1,0,0,0,4132.788299967826
747,3,567,1,0,1,2014,8,27,35,0,0,0,0,5281.44814442948
656,6,380,1,0,0,2013,5,18,20,1,0,0,0,3943.6959313063417
368,5,592,1,0,1,2013,4,5,14,0,0,0,0,4818.6986836215365
959,3,552,1,0,0,2013,9,18,38,0,0,0,0,4903.096682346601
329,2,708,1,1,0,2015,2,3,6,0,0,0,0,7603.933759685489
97,3,535,1,0,1,2015,7,22,30,0,0,0,0,5322.685108449601
314,2,661,1,1,1,2013,8,13,33,0,0,0,0,7328.056313389097
463,7,0,0,0,0,2015,1,11,2,1,0,0,0,1709.7995587385376
258,1,0,0,0,0,2013,5,20,21,0,1,0,0,260.8723993395688
283,3,621,1,0,0,2013,11,13,46,0,0,0,0,5500.065699436935
556,1,754,1,0,0,2013,4,15,16,0,0,0,0,6298.215953624633
388,5,1211,1,1,0,2014,1,24,4,0,0,0,0,9991.767444680212
67,3,837,1,1,1,2014,9,3,36,0,0,0,0,8469.188774656213
725,5,677,1,1,0,2015,1,16,3,0,0,0,0,6874.226705910987
219,4,416,1,1,0,2013,6,6,23,0,0,0,0,5367.613907882711
1077,2,479,1,0,0,2015,2,10,7,0,0,0,0,4658.54206436791
322,4,589,1,0,0,2013,5,23,21,0,0,0,0,4934.000205287535
814,3,581,1,1,1,2013,2,20,8,0,0,0,0,6389.464805447613
134,7,0,0,0,0,2013,6,30,26,1,0,0,0,1647.3024727473385
54,4,657,1,0,0,2013,7,11,28,0,0,0,0,5443.421747153101
662,5,854,1,1,0,2013,4,26,17,0,0,0,0,7740.153547935013
126,7,0,0,0,0,2015,4,19,16,1,0,0,0,1897.1255893357447
1001,6,471,1,0,0,2013,11,30,48,1,0,0,0,4688.298294694861
657,4,598,1,0,0,2014,2,13,7,0,0,0,0,4970.552212143957
590,4,319,1,0,0,2013,3,14,11,0,0,0,0,3167.384627143445
193,3,0,0,0,1,2013,12,25,52,0,0,0,1,458.45810666604666
168,6,465,1,0,0,2013,9,21,38,1,0,0,0,4697.679250721936
16,1,839,1,0,0,2013,7,22,30,0,0,0,0,7030.003424705879
244,1,738,1,1,0,2013,2,4,6,0,0,0,0,7608.760309625824
545,7,0,0,0,0,2015,2,8,6,1,0,0,0,1728.939193872211
1032,6,492,1,0,0,2013,1,19,3,1,0,0,0,4403.317753517767
290,5,987,1,1,0,2013,5,31,22,0,0,0,0,8652.271301848465
548,4,335,1,1,0,2013,1,24,4,0,0,0,0,4665.047796015802
733,1,3508,1,1,1,2014,8,4,32,0,0,0,0,24731.114179131982
654,4,716,1,1,0,2013,6,6,23,0,0,0,0,7103.247888189333
272,6,377,1,0,0,2013,5,4,18,1,0,0,0,3963.655156702269
1017,3,1176,1,1,0,2013,3,20,12,0,0,0,0,9880.28000533767
708,2,462,1,1,0,2014,5,20,21,0,0,0,0,6032.1527049875585
819,4,454,1,1,0,2015,1,8,2,0,0,0,0,5653.232766350266
99,3,372,1,0,0,2013,6,26,26,0,0,0,0,3861.4783343892777
982,2,710,1,0,0,2013,12,10,50,0,0,0,0,6106.562197540887
683,5,0,0,1,1,2015,4,3,14,0,0,1,0,358.952102901123
194,3,373,1,0,0,2013,10,16,42,0,0,0,0,3987.050537424104
853,2,1201,1,1,0,2015,6,30,27,0,0,0,0,10693.298823198944
53,1,650,1,1,1,2014,4,28,18,0,0,0,0,7506.671726724191
281,4,508,1,1,0,2013,2,7,6,0,0,0,0,5759.283914920932
101,2,879,1,1,0,2014,9,2,36,0,0,0,0,8768.05970984092
440,5,769,1,1,1,2015,6,5,23,0,0,0,0,7749.75529390102
994,2,435,1,1,0,2014,3,18,12,0,0,0,0,5740.578260304232
168,2,930,1,1,1,2013,7,30,31,0,0,0,0,8967.588383171824
48,7,0,0,0,0,2013,10,27,43,1,0,0,0,1810.3271835481282
652,6,501,1,0,0,2014,2,15,7,1,0,0,0,4725.387940115354
934,6,474,1,0,0,2014,1,11,2,1,0,0,0,4469.33490176592
223,6,589,1,0,0,2014,3,29,13,1,0,0,0,5392.870828341169
378,5,0,0,0,1,2014,12,26,52,0,0,0,1,294.2228820785531
865,3,624,1,1,0,2013,7,17,29,0,0,0,0,6726.675642856455
466,5,861,1,0,0,2014,1,31,5,0,0,0,0,6429.207876031229
789,5,546,1,0,0,2014,2,14,7,0,0,0,0,4482.708738476387
61,7,0,0,0,0,2015,6,7,23,1,0,0,0,1962.5980028892518
765,4,1068,1,1,0,2013,12,19,51,0,0,0,0,9462.45019674726
673,1,500,1,0,0,2015,2,23,9,0,0,0,0,5031.385137998557
258,3,444,1,0,0,2014,6,25,26,0,0,0,0,4440.139190355665
740,3,499,1,1,0,2014,10,8,41,0,0,0,0,6265.938719418424
1080,1,764,1,0,0,2013,9,16,38,0,0,0,0,6465.339141581964
918,5,661,1,1,0,2014,6,20,25,0,0,0,0,6772.759964980127
857,6,1004,1,0,0,2013,6,22,25,1,0,0,0,7717.780803664471
